firstname,surname,born_country_code,died_country_code,gender,year,category,share,name_of_university,city_of_university,country_of_university,born_year
Herta,Müller,RO,,Female,2009.0,literature,1.0,,,,1953.0
Barack,Obama,US,,MALE,2009.0,peace,1.0,,,,1961.0
Elinor,Ostrom,US,US,Female,2009.0,economics,2.0,Indiana University,Bloomington IN,USA,1933.0
Oliver E.,Williamson,US,,MALE,2009.0,economics,2.0,University of California,Berkeley CA,USA,1932.0
Robert G.,Edwards,GB,GB,MALE,2010.0,medicine,1.0,University of Cambridge,Cambridge,United Kingdom,1925.0
Andre,Geim,RU,,male,2010.0,physics,2.0,University of Manchester,Manchester,United Kingdom,1958.0
Konstantin,Novoselov,RU,,Male,2010.0,physics,2.0,University of Manchester,Manchester,United Kingdom,1974.0
Richard F.,Heck,US,PH,MALE,2010.0,chemistry,3.0,University of Delaware,,USA,1931.0
Ei-ichi,Negishi,CN,,Male,2010.0,chemistry,3.0,Purdue University,West Lafayette IN,USA,1935.0
Akira,Suzuki,JP,,male,2010.0,chemistry,3.0,Hokkaido University,Sapporo,Japan,1930.0
Mario,Vargas Llosa,PE,,MALE,2010.0,literature,1.0,,,,1936.0
Xiaobo,Liu,CN,CN,male,2010.0,peace,1.0,,,,1955.0
Peter A.,Diamond,US,,MALE,2010.0,economics,3.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1940.0
Dale T.,Mortensen,US,US,Male,2010.0,economics,3.0,Northwestern University,Evanston IL,USA,1939.0
Christopher A.,Pissarides,CY,,Male,2010.0,economics,3.0,London School of Economics and Political Science,London,United Kingdom,1948.0
Bruce A.,Beutler,US,,male,2011.0,medicine,4.0,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,1957.0
Jules A.,Hoffmann,LU,,Male,2011.0,medicine,4.0,University of Strasbourg,Strasbourg,France,1941.0
Ralph M.,Steinman,CA,,Male,2011.0,medicine,2.0,Rockefeller University,New York NY,USA,1943.0
Saul,Perlmutter,US,,MALE,2011.0,physics,2.0,Lawrence Berkeley National Laboratory,Berkeley CA,USA,1959.0
Brian P.,Schmidt,US,,MALE,2011.0,physics,4.0,Australian National University,Weston Creek,Australia,1967.0
Adam G.,Riess,US,,MALE,2011.0,physics,4.0,Johns Hopkins University,Baltimore MD,USA,1969.0
Dan,Shechtman,IL,,MALE,2011.0,chemistry,1.0,Technion - Israel Institute of Technology,Haifa,Israel,1941.0
Tomas,Tranströmer,SE,SE,male,2011.0,literature,1.0,,,,1931.0
Ellen,Johnson Sirleaf,LR,,Female,2011.0,peace,3.0,,,,1938.0
Leymah,Gbowee,LR,,Female,2011.0,peace,3.0,,,,1972.0
Tawakkol,Karman,YE,,female,2011.0,peace,3.0,,,,1979.0
Thomas J.,Sargent,US,,male,2011.0,economics,2.0,New York University,New York NY,USA,1943.0
Christopher A.,Sims,US,,MALE,2011.0,economics,2.0,Princeton University,Princeton NJ,USA,1942.0
Sir John B.,Gurdon,GB,,Male,2012.0,medicine,2.0,Gurdon Institute,Cambridge,United Kingdom,1933.0
Shinya,Yamanaka,JP,,Male,2012.0,medicine,2.0,Kyoto University,Kyoto,Japan,1962.0
Serge,Haroche,MA,,male,2012.0,physics,2.0,Collège de France,Paris,France,1944.0
David J.,Wineland,US,,male,2012.0,physics,2.0,National Institute of Standards and Technology,Boulder CO,USA,1944.0
Robert J.,Lefkowitz,US,,male,2012.0,chemistry,2.0,Howard Hughes Medical Institute,,,1943.0
Brian,Kobilka,US,,male,2012.0,chemistry,2.0,Stanford University School of Medicine,Stanford CA,USA,1955.0
Mo,Yan,CN,,Male,2012.0,literature,1.0,,,,1955.0
Alvin E.,Roth,US,,male,2012.0,economics,2.0,Harvard University,Cambridge MA,USA,1951.0
Lloyd S.,Shapley,US,US,Male,2012.0,economics,2.0,University of California,Los Angeles CA,USA,1923.0
James E.,Rothman,US,,MALE,2013.0,medicine,3.0,Yale University,New Haven CT,USA,1950.0
Randy W.,Schekman,US,,Male,2013.0,medicine,3.0,University of California,Berkeley CA,USA,1948.0
Thomas C.,Südhof,DE,,Male,2013.0,medicine,3.0,Stanford University,Stanford CA,USA,1955.0
François,Englert,BE,,Male,2013.0,physics,2.0,Université Libre de Bruxelles,Brussels,Belgium,1932.0
Peter,Higgs,GB,,male,2013.0,physics,2.0,University of Edinburgh,Edinburgh,United Kingdom,1929.0
Martin,Karplus,AT,,MALE,2013.0,chemistry,3.0,Université de Strasbourg,Strasbourg,France,1930.0
Michael,Levitt,ZA,,MALE,2013.0,chemistry,3.0,Stanford University School of Medicine,Stanford CA,USA,1947.0
Arieh,Warshel,IL,,male,2013.0,chemistry,3.0,University of Southern California,Los Angeles CA,USA,1940.0
Alice,Munro,CA,,Female,2013.0,literature,1.0,,,,1931.0
Eugene F.,Fama,US,,Male,2013.0,economics,3.0,University of Chicago,Chicago IL,USA,1939.0
Lars Peter,Hansen,US,,male,2013.0,economics,3.0,University of Chicago,Chicago IL,USA,1952.0
Robert J.,Shiller,US,,Male,2013.0,economics,3.0,Yale University,New Haven CT,USA,1946.0
John,O'Keefe,US,,Male,2014.0,medicine,2.0,University College,London,United Kingdom,1939.0
May-Britt,Moser,NO,,FEMALE,2014.0,medicine,4.0,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,1963.0
Edvard I.,Moser,NO,,male,2014.0,medicine,4.0,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,1962.0
Isamu,Akasaki,JP,,MALE,2014.0,physics,3.0,Meijo University,Nagoya,Japan,1929.0
Hiroshi,Amano,JP,,Male,2014.0,physics,3.0,Nagoya University,Nagoya,Japan,1960.0
Shuji,Nakamura,JP,,Male,2014.0,physics,3.0,University of California,Santa Barbara CA,USA,1954.0
Eric,Betzig,US,,MALE,2014.0,chemistry,3.0,Janelia Research Campus Howard Hughes Medical Institute,Ashburn VA,USA,1960.0
Stefan W.,Hell,RO,,male,2014.0,chemistry,3.0,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,1962.0
William E.,Moerner,US,,male,2014.0,chemistry,3.0,Stanford University,Stanford CA,USA,1953.0
Patrick,Modiano,FR,,MALE,2014.0,literature,1.0,,,,1945.0
Kailash,Satyarthi,IN,,male,2014.0,peace,2.0,,,,1954.0
Malala,Yousafzai,PK,,female,2014.0,peace,2.0,,,,1997.0
Jean,Tirole,FR,,MALE,2014.0,economics,1.0,Toulouse School of Economics (TSE),Toulouse,France,1953.0
William C.,Campbell,IE,,male,2015.0,medicine,4.0,Drew University,Madison NJ,USA,1930.0
Satoshi,&#332;mura,JP,,MALE,2015.0,medicine,4.0,Kitasato University,Tokyo,Japan,1935.0
Youyou,Tu,CN,,FEMALE,2015.0,medicine,2.0,China Academy of Traditional Chinese Medicine,Beijing,China,1930.0
Takaaki,Kajita,JP,,MALE,2015.0,physics,2.0,University of Tokyo,Kashiwa,Japan,1959.0
Arthur B.,McDonald,CA,,Male,2015.0,physics,2.0,Queen's University,Kingston,Canada,1943.0
Tomas,Lindahl,SE,,MALE,2015.0,chemistry,3.0,Francis Crick Institute,Hertfordshire,United Kingdom,1938.0
Paul,Modrich,US,,male,2015.0,chemistry,3.0,Howard Hughes Medical Institute,Durham NC,USA,1946.0
Aziz,Sancar,TR,,male,2015.0,chemistry,3.0,University of North Carolina,Chapel Hill NC,USA,1946.0
Svetlana,Alexievich,UA,,FEMALE,2015.0,literature,1.0,,,,1948.0
Angus,Deaton,GB,,Male,2015.0,economics,1.0,Princeton University,Princeton NJ,USA,1945.0
Yoshinori,Ohsumi,JP,,MALE,2016.0,medicine,1.0,Tokyo Institute of Technology,Tokyo,Japan,1945.0
David J.,Thouless,GB,GB,male,2016.0,physics,2.0,University of Washington,Seattle WA,USA,1934.0
F. Duncan M.,Haldane,GB,,MALE,2016.0,physics,4.0,Princeton University,Princeton NJ,USA,1951.0
J. Michael,Kosterlitz,GB,,MALE,2016.0,physics,4.0,Brown University,Providence RI,USA,1943.0
Jean-Pierre,Sauvage,FR,,Male,2016.0,chemistry,3.0,University of Strasbourg,Strasbourg,France,1944.0
Sir J. Fraser,Stoddart,GB,,MALE,2016.0,chemistry,3.0,Northwestern University,Evanston IL,USA,1942.0
Bernard L.,Feringa,NL,,MALE,2016.0,chemistry,3.0,University of Groningen,Groningen,the Netherlands,1951.0
Juan Manuel,Santos,CO,,Male,2016.0,peace,1.0,,,,1951.0
Oliver,Hart,GB,,MALE,2016.0,economics,2.0,Harvard University,Cambridge MA,USA,1948.0
Bengt,Holmström,FI,,male,2016.0,economics,2.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1949.0
Bob,Dylan,US,,MALE,2016.0,literature,1.0,,,,1941.0
Jeffrey C.,Hall,US,,Male,2017.0,medicine,3.0,University of Maine,Maine ME,USA,1945.0
Michael,Rosbash,US,,Male,2017.0,medicine,3.0,Brandeis University,Waltham MA,USA,1944.0
Michael W.,Young,US,,MALE,2017.0,medicine,3.0,Rockefeller University,New York NY,USA,1949.0
Rainer,Weiss,DE,,MALE,2017.0,physics,2.0,LIGO/VIRGO Collaboration,,,1932.0
Barry C.,Barish,US,,Male,2017.0,physics,4.0,LIGO/VIRGO Collaboration,,,1936.0
Kip S.,Thorne,US,,Male,2017.0,physics,4.0,LIGO/VIRGO Collaboration,,,1940.0
Jacques,Dubochet,CH,,male,2017.0,chemistry,3.0,University of Lausanne,Lausanne,Switzerland,1942.0
Joachim,Frank,DE,,Male,2017.0,chemistry,3.0,Columbia University,New York NY,USA,1940.0
Richard,Henderson,GB,,MALE,2017.0,chemistry,3.0,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1945.0
Kazuo,Ishiguro,JP,,Male,2017.0,literature,1.0,,,,1954.0
Richard H.,Thaler,US,,Male,2017.0,economics,1.0,University of Chicago,Chicago IL,USA,1945.0
James P.,Allison,US,,MALE,2018.0,medicine,2.0,Parker Institute for Cancer Immunotherapy,San Francisco CA,USA,1948.0
Tasuku,Honjo,JP,,MALE,2018.0,medicine,2.0,Kyoto University,Kyoto,Japan,1942.0
Arthur,Ashkin,US,,MALE,2018.0,physics,2.0,Bell Laboratories,Holmdel NJ,USA,1922.0
Gérard,Mourou,FR,,Male,2018.0,physics,4.0,École Polytechnique,Palaiseau,France,1944.0
Donna,Strickland,CA,,Female,2018.0,physics,4.0,University of Waterloo,Waterloo,Canada,1959.0
Frances H.,Arnold,US,,Female,2018.0,chemistry,2.0,California Institute of Technology (Caltech),Pasadena CA,USA,1956.0
George P.,Smith,US,,male,2018.0,chemistry,4.0,University of Missouri,Columbia,USA,1941.0
Sir Gregory P.,Winter,GB,,male,2018.0,chemistry,4.0,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1951.0
Denis,Mukwege,CD,,Male,2018.0,peace,2.0,,,,1955.0
Nadia,Murad,IQ,,FEMALE,2018.0,peace,2.0,,,,1993.0
William D.,Nordhaus,US,,male,2018.0,economics,2.0,Yale University,New Haven CT,USA,1941.0
Paul M.,Romer,US,,male,2018.0,economics,2.0,NYU Stern School of Business,New York NY,USA,1955.0
William,Kaelin,US,,MALE,2019.0,medicine,3.0,Harvard Medical School,Boston MA,USA,1957.0
Peter,Ratcliffe,GB,,Male,2019.0,medicine,3.0,University of Oxford,Oxford,United Kingdom,1954.0
Gregg,Semenza,US,,MALE,2019.0,medicine,3.0,Johns Hopkins University,Baltimore MD,USA,1956.0
James,Peebles,CA,,male,2019.0,physics,2.0,Princeton University,Princeton NJ,USA,1935.0
Michel,Mayor,CH,,male,2019.0,physics,4.0,University of Geneva,Geneva,Switzerland,1942.0
Didier,Queloz,CH,,MALE,2019.0,physics,4.0,University of Geneva,Geneva,Switzerland,1966.0
John,Goodenough,DE,,Male,2019.0,chemistry,3.0,University of Texas,Austin TX,USA,1922.0
M. Stanley,Whittingham,GB,,male,2019.0,chemistry,3.0,Binghamton University State University of New York,New York NY,USA,1941.0
Akira,Yoshino,JP,,MALE,2019.0,chemistry,3.0,Asahi Kasei Corporation,Tokyo,Japan,1948.0
Olga,Tokarczuk,PL,,Female,2018.0,literature,1.0,,,,1962.0
Peter,Handke,AT,,Male,2019.0,literature,1.0,,,,1942.0
Abiy,Ahmed Ali,ET,,Male,2019.0,peace,1.0,,,,1976.0
Abhijit,Banerjee,IN,,Male,2019.0,economics,3.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1961.0
Esther,Duflo,FR,,female,2019.0,economics,3.0,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1972.0
Michael,Kremer,US,,male,2019.0,economics,3.0,Harvard University,Cambridge MA,USA,1964.0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
