gid,rank,votes,title,category,year,authors,avg_rating,pages,published,publisher,5stars,4stars,3stars,2stars,1stars
10596103,19,65,The Filter Bubble: What the Internet is Hiding From You,Nonfiction,"2,011",[Eli Pariser],3.78,294 pages,?2011-05-12?,Penguin Press,"1,276","1,863","1,225",329,154
9827912,20,63,Incognito: The Secret Lives of the Brain,Nonfiction,"2,011",[David Eagleman],4.05,290 pages,?2011-05-31?,Pantheon,"9,281","9,585","4,699","1,105",396
11084145,1,"5,463",Steve Jobs,History & Biography,"2,011",[Walter Isaacson],4.13,627 pages,?2011-10-24?,Simon & Schuster,"410,737","298,675","126,702","33,821","32,667"
9938498,2,"3,128","In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",History & Biography,"2,011",[Erik Larson],3.84,448 pages,?2011-05-10?,Crown,"38,696","62,165","38,254","8,802","2,301"
10414941,3,"2,097",Catherine the Great: Portrait of a Woman,History & Biography,"2,011",[Robert K. Massie],3.91,625 pages,?2011-11-08?,"Random House, Inc. (NY)","32,518","32,237","16,630","4,840","4,695"
10340846,4,"1,371","The Eighty-Dollar Champion: Snowman, the Horse That Inspired a Nation",History & Biography,"2,011",[Elizabeth Letts],4.2,329 pages,?2011-08-23?,Ballantine Books,"5,165","3,581","1,813",390,120
11305364,5,"1,265",Area 51: An Uncensored History of America's Top Secret Military Base,History & Biography,"2,011",[Annie Jacobsen],3.77,540 pages,?2011-05-17?,"Little, Brown and Company","1,503","2,343","1,623",448,125
8584913,6,"1,129","The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",History & Biography,"2,011",[Gayle Tzemach Lemmon],3.71,258 pages,?2011-03-15?,Harper,"3,088","5,472","4,301","1,073",236
10131648,7,943,The Greater Journey: Americans in Paris,History & Biography,"2,011",[David McCullough],3.91,558 pages,?2011-05-24?,Simon & Schuster Adult Publishing Group,"5,545","6,671","3,808",996,420
9729504,8,843,"Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II",History & Biography,"2,011",[Mitchell Zuckoff],3.85,384 pages,?2011-04-26?,HarperCollins Publishers (NYC),"11,309","16,022","10,167","2,142",984
7940589,9,767,Malcolm X: A Life of Reinvention,History & Biography,"2,011",[Manning Marable],4.22,608 pages,?2011-04-05?,Viking Adult,"7,409","4,820","2,165",467,303
9775295,10,626,The Murder of the Century: The Gilded Age Crime that Scandalized a City and Sparked the Tabloid Wars,History & Biography,"2,011",[Paul  Collins],3.58,270 pages,?2011-06-14?,Crown,"1,201","2,787","2,668",636,127
10335318,11,268,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",History & Biography,"2,011",[Candice Millard],4.21,368 pages,?2011-09-20?,Doubleday,"23,376","18,398","6,049","1,509","1,275"
9315641,12,261,"To End All Wars: A Story of Loyalty and Rebellion, 1914-1918",History & Biography,"2,011",[Adam Hochschild],4.16,448 pages,?2011-05-03?,Houghton Mifflin Harcourt (Boston/NY),"3,129","2,734","1,136",251,111
9578336,13,246,1861: The Civil War Awakening,History & Biography,"2,011",[Adam Goodheart],4.04,481 pages,?2011-04-05?,Knopf,"2,115","1,999","1,032",265,106
8264505,14,219,Endgame: Bobby Fischer's Remarkable Rise and Fall - from America's Brightest Prodigy to the Edge of Madness,History & Biography,"2,011",[Frank Brady],4.0,402 pages,?2011-02-01?,Crown,"2,958","2,793","1,540",383,214
8857310,15,204,Unfamiliar Fishes,History & Biography,"2,011",[Sarah Vowell],3.62,238 pages,?2011-03-22?,Riverhead Books,"2,268","5,188","4,393","1,099",245
10263986,16,158,The Man in the Rockefeller Suit: The Astonishing Rise and Spectacular Fall of a Serial Impostor,History & Biography,"2,011",[Mark Seal],3.83,323 pages,?unknown?,None,"1,106","2,164","1,292",233,54
10587120,17,157,Killing Lincoln: The Shocking Assassination that Changed America Forever (The Killing of Historical Figures),History & Biography,"2,011","[Bill O'Reilly, Martin Dugard]",4.03,324 pages,?2011-09-27?,Henry Holt & Company,"34,334","32,516","14,564","3,452","3,346"
9862761,18,80,1493: Uncovering the New World Columbus Created,History & Biography,"2,011",[Charles C. Mann],4.09,557 pages,?2011-08-09?,Alfred A. Knopf (NY),"5,925","5,852","2,572",571,298
10400627,19,79,A Singular Woman: The Untold Story of Barack Obama's Mother,History & Biography,"2,011",[Janny Scott],3.84,384 pages,?2011-05-03?,Riverhead Books,419,580,393,94,26
11369904,20,73,"A Thousand Lives: The Untold Story of Hope, Deception, and Survival at Jonestown",History & Biography,"2,011",[Julia Scheeres],3.98,307 pages,?2011-10-11?,Free Press,"1,360","1,845",940,155,68
9484793,1,"4,255",Two Kisses for Maddy: A Memoir of Loss and Love,Memoir & Autobiography,"2,011",[Matthew Logelin],4.03,272 pages,?2011-04-14?,Grand Central Publishing,"2,933","2,546","1,523",385,141
11330361,2,"2,984",A Stolen Life,Memoir & Autobiography,"2,011",[Jaycee Dugard],3.91,273 pages,?2011-07-12?,Simon  Schuster,"29,738","32,757","22,870","5,452","1,474"
10211494,3,"2,016",Stories I Only Tell My Friends,Memoir & Autobiography,"2,011",[Rob Lowe],3.8,320 pages,?2011-04-26?,Henry Holt and Co.,"15,946","23,880","15,099","3,740","1,792"
9580315,4,"1,689",My Lucky Life in and Out of Show Business,Memoir & Autobiography,"2,011",[Dick Van Dyke],3.88,287 pages,?2011-05-03?,Crown Archetype,"3,013","3,803","2,635",514,185
9862827,5,"1,547",The Reading Promise: My Father and the Books We Shared,Memoir & Autobiography,"2,011","[Alice Ozma, Jim Brozina]",3.67,279 pages,?2011-05-03?,Grand Central Publishing,"1,394","2,100","1,744",599,147
8483233,6,"1,350",The Pioneer Woman: Black Heels to Tractor Wheels,Memoir & Autobiography,"2,011",[Ree Drummond],3.83,341 pages,?2011-02-01?,William Morrow,"5,781","6,158","4,475","1,377",560
8584951,7,"1,342","Girls Like Us: Fighting for a World Where Girls are Not for Sale, an Activist Finds Her Calling and Heals Herself",Memoir & Autobiography,"2,011",[Rachel Lloyd],4.32,277 pages,?2011-04-05?,Harper,"1,822","1,190",411,93,34
9739365,8,"1,284",SEAL Team Six: Memoirs of an Elite Navy SEAL Sniper,Memoir & Autobiography,"2,011","[Howard E. Wasdin, Stephen Templin]",4.04,331 pages,?unknown?,None,"5,202","5,357","2,927",611,170
8619825,9,"1,255",The Wilder Life: My Adventures in the Lost World of Little House on the Prairie,Memoir & Autobiography,"2,011",[Wendy McClure],3.47,336 pages,?2011-04-14?,Riverhead,"1,230","2,633","2,513",941,278
9202591,10,"1,235","This Is Gonna Hurt: Music, Photography, And Life Through The Distorted Lens Of Nikki Sixx",Memoir & Autobiography,"2,011",[Nikki Sixx],4.18,224 pages,?2011-04-12?,William Morrow,"2,102","1,037",666,219,80
8248617,11,399,Townie,Memoir & Autobiography,"2,011",[Andre Dubus III],3.75,387 pages,?2011-02-28?,W. W. Norton  Company,"1,763","2,765","1,744",588,197
11500827,12,361,"Then They Came for Me: A Family's Story of Love, Captivity, and Survival",Memoir & Autobiography,"2,011",[Maziar Bahari],4.1,384 pages,?2011-06-07?,Random House,"1,504","1,778",671,108,66
8979038,13,323,"Tiger, Tiger",Memoir & Autobiography,"2,011",[Margaux Fragoso],3.69,unknown,?unknown?,None,893,"1,647","1,212",343,105
9756135,14,271,The End of Boys,Memoir & Autobiography,"2,011",[Peter Brown Hoffmeister],3.76,215 pages,?2011-05-24?,Soft Skull Press,151,136,125,40,19
9476292,15,268,Tolstoy and the Purple Chair: My Year of Magical Reading,Memoir & Autobiography,"2,011",[Nina Sankovitch],3.52,241 pages,?2011-06-07?,Harper,971,"1,600","1,566",622,178
7840833,16,223,The Memory Palace,Memoir & Autobiography,"2,011",[Mira Bartok],3.5,320 pages,?2011-01-11?,Free Press,"1,287","2,374","2,318",809,302
10836585,17,202,Life Itself,Memoir & Autobiography,"2,011",[Roger Ebert],3.9,436 pages,?2011-09-13?,Grand Central Publishing,"1,678","2,363","1,268",324,104
9160695,18,164,Battle Hymn of the Tiger Mother,Memoir & Autobiography,"2,011",[Amy Chua],3.64,237 pages,?2011-01-11?,Penguin Press,"8,458","17,116","13,685","3,655","1,136"
