id,age,suicides_no,population
36071,25-34 years,23.0,160500.0
36072,35-54 years,47.0,259200.0
36073,5-14 years,0.0,145000.0
36074,55-74 years,70.0,189700.0
36075,75+ years,18.0,61100.0
36076,15-24 years,45.0,148400.0
36077,25-34 years,62.0,165600.0
36078,35-54 years,172.0,268300.0
36079,5-14 years,2.0,153500.0
36080,55-74 years,132.0,135100.0
36081,75+ years,33.0,30200.0
36082,15-24 years,16.0,146900.0
36083,25-34 years,17.0,159200.0
36084,35-54 years,55.0,261200.0
36085,5-14 years,0.0,143800.0
36086,55-74 years,73.0,191400.0
36087,75+ years,10.0,62800.0
36088,15-24 years,31.0,148600.0
36089,25-34 years,78.0,162800.0
36090,35-54 years,185.0,270900.0
36091,5-14 years,4.0,152100.0
36092,55-74 years,122.0,137400.0
36093,75+ years,41.0,30800.0
36094,15-24 years,15.0,146200.0
36095,25-34 years,15.0,157700.0
36096,35-54 years,54.0,263700.0
36097,5-14 years,1.0,142800.0
36098,55-74 years,57.0,193200.0
36099,75+ years,19.0,63600.0
36100,15-24 years,51.0,148700.0
36101,25-34 years,76.0,160500.0
36102,35-54 years,210.0,274100.0
36103,5-14 years,1.0,150300.0
36104,55-74 years,133.0,139900.0
36105,75+ years,44.0,30600.0
36106,15-24 years,8.0,145300.0
36107,25-34 years,8.0,157200.0
36108,35-54 years,45.0,267400.0
36109,5-14 years,1.0,140800.0
36110,55-74 years,45.0,196900.0
36111,75+ years,23.0,62900.0
36112,15-24 years,28.0,148400.0
36113,25-34 years,67.0,159000.0
36114,35-54 years,173.0,277800.0
36115,5-14 years,1.0,148700.0
36116,55-74 years,116.0,144100.0
36117,75+ years,38.0,29900.0
36118,15-24 years,9.0,144100.0
36119,25-34 years,8.0,155900.0
36120,35-54 years,56.0,270900.0
36121,5-14 years,2.0,137900.0
36122,55-74 years,55.0,202200.0
36123,75+ years,15.0,60700.0
36124,15-24 years,39.0,147800.0
36125,25-34 years,69.0,156900.0
36126,35-54 years,212.0,281600.0
36127,5-14 years,3.0,145600.0
36128,55-74 years,132.0,149500.0
36129,75+ years,46.0,28400.0
36130,15-24 years,10.0,142900.0
36131,25-34 years,16.0,154400.0
36132,35-54 years,37.0,274100.0
36133,5-14 years,0.0,135700.0
36134,55-74 years,58.0,207400.0
36135,75+ years,27.0,58400.0
36136,15-24 years,42.0,147900.0
36137,25-34 years,73.0,154400.0
36138,35-54 years,169.0,283400.0
36139,5-14 years,3.0,142900.0
36140,55-74 years,126.0,154300.0
36141,75+ years,26.0,26700.0
36142,15-24 years,12.0,142700.0
36143,25-34 years,19.0,153000.0
36144,35-54 years,33.0,276200.0
36145,5-14 years,0.0,133300.0
36146,55-74 years,52.0,211800.0
36147,75+ years,17.0,56500.0
36148,15-24 years,54.0,148700.0
36149,25-34 years,68.0,152400.0
36150,35-54 years,186.0,285000.0
36151,5-14 years,5.0,140100.0
36152,55-74 years,134.0,158400.0
36153,75+ years,34.0,25400.0
36154,15-24 years,8.0,143300.0
36155,25-34 years,15.0,151600.0
36156,35-54 years,48.0,278900.0
36157,5-14 years,1.0,129900.0
36158,55-74 years,56.0,214400.0
36159,75+ years,13.0,57100.0
36160,15-24 years,43.0,150100.0
36161,25-34 years,72.0,150600.0
36162,35-54 years,189.0,287400.0
36163,5-14 years,2.0,136200.0
36164,55-74 years,143.0,162200.0
36165,75+ years,31.0,25300.0
36166,15-24 years,6.0,144100.0
36167,25-34 years,16.0,149200.0
36168,35-54 years,43.0,280800.0
36169,5-14 years,1.0,125500.0
36170,55-74 years,47.0,215700.0
36171,75+ years,16.0,58600.0
36172,15-24 years,51.0,151300.0
36173,25-34 years,54.0,148100.0
36174,35-54 years,174.0,287800.0
36175,5-14 years,3.0,131800.0
36176,55-74 years,126.0,165300.0
36177,75+ years,27.0,25800.0
36178,15-24 years,9.0,145000.0
36179,25-34 years,10.0,149400.0
36180,35-54 years,54.0,278800.0
36181,5-14 years,2.0,125100.0
36182,55-74 years,51.0,216400.0
36183,75+ years,16.0,59800.0
36184,15-24 years,33.0,152900.0
36185,25-34 years,68.0,151900.0
36186,35-54 years,178.0,290500.0
36187,5-14 years,2.0,131300.0
36188,55-74 years,154.0,165900.0
36189,75+ years,30.0,26100.0
36190,15-24 years,5.0,144100.0
36191,25-34 years,9.0,146300.0
36192,35-54 years,54.0,285000.0
36193,5-14 years,1.0,119100.0
36194,55-74 years,35.0,217100.0
36195,75+ years,16.0,62400.0
36196,15-24 years,40.0,151500.0
36197,25-34 years,69.0,145900.0
36198,35-54 years,192.0,290500.0
36199,5-14 years,3.0,125000.0
36200,55-74 years,138.0,170200.0
36201,75+ years,31.0,26800.0
36202,15-24 years,13.0,143000.0
36203,25-34 years,18.0,144800.0
36204,35-54 years,42.0,286600.0
36205,5-14 years,1.0,115200.0
36206,55-74 years,42.0,217500.0
36207,75+ years,19.0,65300.0
36208,15-24 years,59.0,150100.0
36209,25-34 years,49.0,144900.0
36210,35-54 years,200.0,291100.0
36211,5-14 years,4.0,121200.0
36212,55-74 years,136.0,172800.0
36213,75+ years,29.0,27800.0
36214,,,
36215,15-24 years,10.0,142100.0
36216,25-34 years,11.0,144100.0
36217,35-54 years,49.0,289200.0
36218,5-14 years,0.0,112100.0
36219,55-74 years,54.0,218200.0
36220,75+ years,13.0,68600.0
36221,15-24 years,35.0,149200.0
36222,25-34 years,64.0,144800.0
36223,35-54 years,184.0,293300.0
36224,5-14 years,4.0,117800.0
36225,55-74 years,135.0,176200.0
36226,75+ years,31.0,28800.0
36227,15-24 years,13.0,140949.0
36228,25-34 years,11.0,143055.0
36229,35-54 years,48.0,294792.0
36230,5-14 years,0.0,108736.0
36231,55-74 years,64.0,216222.0
36232,75+ years,19.0,71649.0
36233,15-24 years,33.0,147767.0
36234,25-34 years,53.0,144619.0
36235,35-54 years,180.0,297696.0
36236,5-14 years,1.0,114436.0
36237,55-74 years,130.0,176802.0
36238,75+ years,36.0,29760.0
36239,15-24 years,10.0,138713.0
36240,25-34 years,6.0,143357.0
36241,35-54 years,40.0,297875.0
36242,5-14 years,0.0,106887.0
36243,55-74 years,43.0,211919.0
36244,75+ years,23.0,75594.0
36245,15-24 years,36.0,146961.0
36246,25-34 years,65.0,150012.0
36247,35-54 years,177.0,311844.0
36248,5-14 years,2.0,112524.0
36249,55-74 years,134.0,174548.0
36250,75+ years,45.0,31096.0
36251,15-24 years,3.0,136783.0
36252,25-34 years,8.0,142886.0
36253,35-54 years,42.0,300471.0
36254,5-14 years,1.0,103743.0
36255,55-74 years,34.0,213137.0
36256,75+ years,19.0,79266.0
36257,15-24 years,25.0,144651.0
36258,25-34 years,46.0,150164.0
36259,35-54 years,191.0,314479.0
36260,5-14 years,0.0,109483.0
36261,55-74 years,136.0,178262.0
36262,75+ years,35.0,32799.0
36263,15-24 years,9.0,135063.0
36264,25-34 years,7.0,142434.0
36265,35-54 years,36.0,302356.0
36266,5-14 years,0.0,100001.0
36267,55-74 years,47.0,214044.0
36268,75+ years,23.0,82323.0
36269,15-24 years,35.0,142836.0
36270,25-34 years,46.0,151181.0
36271,35-54 years,184.0,315456.0
36272,5-14 years,1.0,105663.0
36273,55-74 years,134.0,181492.0
36274,75+ years,40.0,34740.0
36275,15-24 years,12.0,132163.0
36276,25-34 years,9.0,143419.0
36277,35-54 years,46.0,302844.0
36278,5-14 years,2.0,97051.0
36279,55-74 years,50.0,215493.0
36280,75+ years,23.0,85655.0
36281,15-24 years,30.0,139197.0
36282,25-34 years,38.0,152360.0
36283,35-54 years,162.0,315288.0
36284,5-14 years,2.0,102693.0
36285,55-74 years,119.0,184906.0
36286,75+ years,19.0,36793.0
36287,15-24 years,5.0,128929.0
36288,25-34 years,7.0,144701.0
36289,35-54 years,37.0,302228.0
36290,5-14 years,1.0,94970.0
36291,55-74 years,44.0,217991.0
36292,75+ years,18.0,88774.0
36293,15-24 years,29.0,135934.0
36294,25-34 years,59.0,154354.0
36295,35-54 years,152.0,314730.0
36296,5-14 years,0.0,100555.0
36297,55-74 years,108.0,189607.0
36298,75+ years,43.0,39044.0
36299,15-24 years,7.0,125724.0
36300,25-34 years,8.0,146103.0
36301,35-54 years,33.0,301024.0
36302,5-14 years,0.0,92937.0
36303,55-74 years,45.0,220693.0
36304,75+ years,21.0,92452.0
36305,15-24 years,21.0,133542.0
36306,25-34 years,45.0,157003.0
36307,35-54 years,159.0,313755.0
36308,5-14 years,0.0,98578.0
36309,55-74 years,142.0,194970.0
36310,75+ years,48.0,41789.0
36311,15-24 years,7.0,121715.0
36312,25-34 years,8.0,146261.0
36313,35-54 years,32.0,300437.0
36314,5-14 years,0.0,91679.0
36315,55-74 years,31.0,223540.0
36316,75+ years,21.0,95826.0
36317,15-24 years,15.0,130849.0
36318,25-34 years,42.0,159609.0
36319,35-54 years,121.0,315897.0
36320,5-14 years,0.0,97299.0
36321,55-74 years,112.0,199979.0
36322,75+ years,45.0,44241.0
36323,15-24 years,3.0,118493.0
36324,25-34 years,7.0,146036.0
36325,35-54 years,25.0,299486.0
36326,5-14 years,0.0,90499.0
36327,55-74 years,32.0,226771.0
36328,75+ years,17.0,99156.0
36329,15-24 years,28.0,131046.0
36330,25-34 years,35.0,164191.0
36331,35-54 years,124.0,319105.0
36332,5-14 years,0.0,96171.0
36333,55-74 years,96.0,206257.0
36334,75+ years,41.0,46547.0
36335,15-24 years,3.0,115384.0
36336,25-34 years,2.0,145730.0
36337,35-54 years,33.0,298902.0
36338,5-14 years,0.0,89801.0
36339,55-74 years,38.0,230162.0
36340,75+ years,21.0,101714.0
36341,15-24 years,18.0,125503.0
36342,25-34 years,43.0,162292.0
36343,35-54 years,134.0,316752.0
36344,5-14 years,0.0,95410.0
36345,55-74 years,117.0,211765.0
36346,75+ years,38.0,48622.0
36347,15-24 years,1.0,112313.0
36348,25-34 years,5.0,145274.0
36349,35-54 years,25.0,297867.0
36350,5-14 years,0.0,89510.0
36351,55-74 years,35.0,234322.0
36352,75+ years,12.0,104453.0
36353,15-24 years,25.0,121143.0
36354,25-34 years,32.0,161002.0
36355,35-54 years,121.0,315209.0
36356,5-14 years,2.0,95051.0
36357,55-74 years,107.0,217743.0
36358,75+ years,49.0,50887.0
36359,15-24 years,1.0,109517.0
36360,25-34 years,7.0,142978.0
36361,35-54 years,30.0,297513.0
36362,5-14 years,0.0,89373.0
36363,55-74 years,30.0,238651.0
36364,75+ years,20.0,106590.0
36365,15-24 years,21.0,117052.0
36366,25-34 years,26.0,157791.0
36367,35-54 years,112.0,314052.0
36368,5-14 years,0.0,94840.0
36369,55-74 years,132.0,222946.0
36370,75+ years,56.0,53258.0
36371,15-24 years,1.0,106474.0
36372,25-34 years,9.0,141197.0
36373,35-54 years,19.0,296768.0
36374,5-14 years,1.0,89873.0
36375,55-74 years,38.0,242411.0
36376,75+ years,12.0,108527.0
36377,15-24 years,20.0,113220.0
36378,25-34 years,28.0,155339.0
36379,35-54 years,134.0,313295.0
36380,5-14 years,0.0,95386.0
36381,55-74 years,118.0,227915.0
36382,75+ years,60.0,55583.0
36383,15-24 years,2.0,102771.0
36384,25-34 years,8.0,139622.0
36385,35-54 years,18.0,295893.0
36386,5-14 years,0.0,91494.0
36387,55-74 years,38.0,245775.0
36388,75+ years,20.0,110100.0
36389,15-24 years,23.0,108938.0
36390,25-34 years,36.0,153170.0
36391,35-54 years,122.0,314098.0
36392,5-14 years,1.0,96956.0
36393,55-74 years,121.0,231859.0
36394,75+ years,57.0,57600.0
36395,15-24 years,3.0,99794.0
36396,25-34 years,3.0,136448.0
36397,35-54 years,21.0,295872.0
36398,5-14 years,0.0,93603.0
36399,55-74 years,21.0,249169.0
36400,75+ years,15.0,112058.0
36401,15-24 years,16.0,105581.0
36402,25-34 years,33.0,149299.0
36403,35-54 years,114.0,314707.0
36404,5-14 years,1.0,99080.0
36405,55-74 years,110.0,236325.0
36406,75+ years,51.0,59850.0
36407,15-24 years,3.0,97579.0
36408,25-34 years,5.0,132806.0
36409,35-54 years,23.0,295637.0
36410,5-14 years,0.0,95590.0
36411,55-74 years,40.0,252261.0
36412,75+ years,19.0,114010.0
36413,15-24 years,14.0,103331.0
36414,25-34 years,29.0,144722.0
36415,35-54 years,106.0,315248.0
36416,5-14 years,1.0,101184.0
36417,55-74 years,120.0,239919.0
36418,75+ years,62.0,62345.0
36419,15-24 years,12.0,4384015.0
36420,25-34 years,1.0,3428200.0
36421,35-54 years,8.0,4301900.0
36422,5-14 years,0.0,5078295.0
36423,55-74 years,8.0,1784403.0
36424,75+ years,1.0,319242.0
36425,15-24 years,27.0,4363896.0
36426,25-34 years,32.0,3302060.0
36427,35-54 years,36.0,4031071.0
36428,5-14 years,2.0,5115933.0
36429,55-74 years,10.0,1497309.0
36430,75+ years,6.0,167328.0
36431,15-24 years,4.0,4474858.0
36432,25-34 years,5.0,3508770.0
36433,35-54 years,7.0,4431607.0
36434,5-14 years,0.0,5099973.0
36435,55-74 years,2.0,1839119.0
36436,75+ years,4.0,332140.0
36437,15-24 years,24.0,4465965.0
36438,25-34 years,20.0,3388675.0
36439,35-54 years,21.0,4141015.0
36440,5-14 years,0.0,5138902.0
36441,55-74 years,16.0,1532172.0
36442,75+ years,1.0,174961.0
36443,15-24 years,17.0,4559940.0
36444,25-34 years,5.0,3587008.0
36445,35-54 years,10.0,4559720.0
36446,5-14 years,2.0,5103593.0
36447,55-74 years,7.0,1894428.0
36448,75+ years,2.0,343513.0
36449,15-24 years,35.0,4561233.0
36450,25-34 years,41.0,3477929.0
36451,35-54 years,42.0,4251380.0
36452,5-14 years,3.0,5145480.0
36453,55-74 years,12.0,1567615.0
36454,75+ years,4.0,180629.0
36455,15-24 years,10.0,4640195.0
36456,25-34 years,21.0,3664774.0
36457,35-54 years,19.0,4689648.0
36458,5-14 years,2.0,5095144.0
36459,55-74 years,5.0,1949775.0
36460,75+ years,3.0,354019.0
36461,15-24 years,58.0,4649933.0
36462,25-34 years,64.0,3570497.0
36463,35-54 years,71.0,4365175.0
36464,5-14 years,4.0,5140790.0
36465,55-74 years,17.0,1603221.0
36466,75+ years,5.0,184389.0
36467,15-24 years,18.0,4715537.0
36468,25-34 years,16.0,3743453.0
36469,35-54 years,18.0,4823228.0
36470,5-14 years,1.0,5079980.0
36471,55-74 years,4.0,2005213.0
36472,75+ years,1.0,364031.0
36473,15-24 years,41.0,4731845.0
36474,25-34 years,56.0,3666534.0
36475,35-54 years,79.0,4484198.0
36476,5-14 years,5.0,5129271.0
36477,55-74 years,24.0,1639109.0
36478,75+ years,4.0,186160.0
36479,15-24 years,27.0,4783006.0
36480,25-34 years,15.0,3806836.0
36481,35-54 years,21.0,4940098.0
36482,5-14 years,3.0,5081802.0
36483,55-74 years,6.0,2053745.0
36484,75+ years,0.0,381082.0
36485,15-24 years,86.0,4814340.0
36486,25-34 years,102.0,3744470.0
36487,35-54 years,99.0,4575178.0
36488,5-14 years,4.0,5137175.0
36489,55-74 years,15.0,1671023.0
36490,75+ years,6.0,196844.0
36491,15-24 years,26.0,4851340.0
36492,25-34 years,6.0,3871715.0
36493,35-54 years,9.0,5057440.0
36494,5-14 years,1.0,5081661.0
36495,55-74 years,4.0,2102686.0
36496,75+ years,1.0,396984.0
36497,15-24 years,55.0,4895133.0
36498,25-34 years,46.0,3829330.0
36499,35-54 years,67.0,4667760.0
36500,5-14 years,5.0,5141866.0
36501,55-74 years,14.0,1702348.0
36502,75+ years,2.0,205605.0
36503,15-24 years,21.0,4917197.0
36504,25-34 years,12.0,3937685.0
36505,35-54 years,17.0,5172481.0
36506,5-14 years,3.0,5079761.0
36507,55-74 years,5.0,2154419.0
36508,75+ years,5.0,411590.0
36509,15-24 years,50.0,4970281.0
36510,25-34 years,61.0,3920433.0
36511,35-54 years,58.0,4760427.0
36512,5-14 years,4.0,5143653.0
36513,55-74 years,16.0,1735290.0
36514,75+ years,4.0,212092.0
36515,15-24 years,29.0,4974786.0
36516,25-34 years,20.0,4004871.0
36517,35-54 years,27.0,5280926.0
36518,5-14 years,3.0,5075711.0
36519,55-74 years,8.0,2212147.0
36520,75+ years,2.0,424755.0
36521,15-24 years,71.0,5034637.0
36522,25-34 years,90.0,4016137.0
36523,35-54 years,88.0,4851225.0
36524,5-14 years,8.0,5142164.0
36525,55-74 years,31.0,1772427.0
36526,75+ years,6.0,216088.0
36527,15-24 years,37.0,5019979.0
36528,25-34 years,17.0,4074236.0
36529,35-54 years,24.0,5380632.0
36530,5-14 years,4.0,5068338.0
36531,55-74 years,13.0,2277534.0
36532,75+ years,6.0,436545.0
36533,15-24 years,84.0,5085130.0
36534,25-34 years,123.0,4115079.0
36535,35-54 years,113.0,4940028.0
36536,5-14 years,4.0,5136182.0
36537,55-74 years,26.0,1814968.0
36538,75+ years,7.0,217456.0
36539,15-24 years,29.0,5047676.0
36540,25-34 years,24.0,4128825.0
36541,35-54 years,23.0,5474446.0
36542,5-14 years,7.0,5070210.0
36543,55-74 years,9.0,2340680.0
36544,75+ years,5.0,455513.0
36545,15-24 years,98.0,5120804.0
36546,25-34 years,147.0,4197897.0
36547,35-54 years,113.0,5016840.0
36548,5-14 years,9.0,5138413.0
36549,55-74 years,39.0,1858272.0
36550,75+ years,11.0,229481.0
36551,15-24 years,38.0,5065647.0
36552,25-34 years,18.0,4186842.0
36553,35-54 years,28.0,5558737.0
36554,5-14 years,2.0,5074249.0
36555,55-74 years,11.0,2411075.0
36556,75+ years,7.0,472676.0
36557,15-24 years,92.0,5143929.0
36558,25-34 years,86.0,4286162.0
36559,35-54 years,101.0,5090390.0
36560,5-14 years,6.0,5142720.0
36561,55-74 years,25.0,1905779.0
36562,75+ years,3.0,239229.0
36563,15-24 years,35.0,5015977.0
36564,25-34 years,20.0,4284107.0
36565,35-54 years,26.0,5219348.0
36566,5-14 years,4.0,5197475.0
36567,55-74 years,8.0,2481274.0
36568,75+ years,2.0,464061.0
36569,15-24 years,92.0,4976793.0
36570,25-34 years,103.0,3943063.0
36571,35-54 years,112.0,4596136.0
36572,5-14 years,3.0,5264320.0
36573,55-74 years,27.0,1965744.0
36574,75+ years,9.0,272288.0
36575,15-24 years,36.0,5087135.0
36576,25-34 years,18.0,4321786.0
36577,35-54 years,25.0,5714588.0
36578,5-14 years,2.0,5093511.0
36579,55-74 years,8.0,2569004.0
36580,75+ years,3.0,502919.0
36581,15-24 years,77.0,5166324.0
36582,25-34 years,80.0,4482123.0
36583,35-54 years,79.0,5245122.0
36584,5-14 years,6.0,5162677.0
36585,55-74 years,34.0,2011938.0
36586,75+ years,4.0,249921.0
36587,15-24 years,32.0,5099408.0
36588,25-34 years,20.0,4402203.0
36589,35-54 years,28.0,5795087.0
36590,5-14 years,2.0,5109731.0
36591,55-74 years,8.0,2654031.0
36592,75+ years,4.0,516647.0
36593,15-24 years,56.0,5175095.0
36594,25-34 years,106.0,4588964.0
36595,35-54 years,85.0,5336625.0
36596,5-14 years,8.0,5179048.0
36597,55-74 years,35.0,2069020.0
36598,75+ years,9.0,250341.0
36599,15-24 years,34.0,5097135.0
36600,25-34 years,15.0,4483203.0
36601,35-54 years,13.0,5909995.0
36602,5-14 years,2.0,5126281.0
36603,55-74 years,7.0,2742168.0
36604,75+ years,4.0,538536.0
36605,15-24 years,77.0,5175523.0
36606,25-34 years,88.0,4671416.0
36607,35-54 years,87.0,5470606.0
36608,5-14 years,1.0,5198162.0
36609,55-74 years,28.0,2131366.0
36610,75+ years,2.0,262348.0
36611,15-24 years,48.0,5096625.0
36612,25-34 years,19.0,4571162.0
36613,35-54 years,26.0,6027847.0
36614,5-14 years,7.0,5149736.0
36615,55-74 years,13.0,2837036.0
36616,75+ years,1.0,559272.0
36617,15-24 years,107.0,5178479.0
36618,25-34 years,128.0,4757896.0
36619,35-54 years,88.0,5612118.0
36620,5-14 years,7.0,5223471.0
36621,55-74 years,35.0,2198707.0
36622,75+ years,8.0,271907.0
36623,15-24 years,32.0,5097679.0
36624,25-34 years,32.0,4661719.0
36625,35-54 years,29.0,6147849.0
36626,5-14 years,8.0,5178408.0
36627,55-74 years,15.0,2938056.0
36628,75+ years,4.0,578958.0
36629,15-24 years,119.0,5182542.0
36630,25-34 years,164.0,4845315.0
36631,35-54 years,128.0,5759158.0
36632,5-14 years,7.0,5253255.0
36633,55-74 years,44.0,2270829.0
36634,75+ years,5.0,278931.0
36635,15-24 years,50.0,5100812.0
36636,25-34 years,32.0,4747193.0
36637,35-54 years,23.0,6270420.0
36638,5-14 years,3.0,5210182.0
36639,55-74 years,11.0,3044479.0
36640,75+ years,2.0,597700.0
36641,15-24 years,126.0,5186816.0
36642,25-34 years,154.0,4927939.0
36643,35-54 years,127.0,5910695.0
36644,5-14 years,4.0,5285360.0
36645,55-74 years,40.0,2347004.0
36646,75+ years,8.0,283529.0
36647,15-24 years,34.0,5105930.0
36648,25-34 years,27.0,4822164.0
36649,35-54 years,26.0,6396045.0
36650,5-14 years,6.0,5243427.0
36651,55-74 years,10.0,3155486.0
36652,75+ years,2.0,615701.0
36653,15-24 years,90.0,5190482.0
36654,25-34 years,126.0,5001052.0
36655,35-54 years,101.0,6066751.0
36656,5-14 years,11.0,5318168.0
36657,55-74 years,41.0,2426511.0
36658,75+ years,8.0,285743.0
36659,15-24 years,,2979800.0
36660,25-34 years,,2475200.0
36661,35-54 years,,4483000.0
36662,5-14 years,,3171500.0
36663,55-74 years,,3316100.0
36664,75+ years,,900800.0
36665,15-24 years,,3082400.0
36666,25-34 years,,2502700.0
36667,35-54 years,,4376700.0
36668,5-14 years,,3327500.0
36669,55-74 years,,2722300.0
36670,75+ years,,531800.0
36671,15-24 years,33.0,3045100.0
36672,25-34 years,32.0,2456900.0
36673,35-54 years,122.0,4509700.0
36674,5-14 years,1.0,3206400.0
36675,55-74 years,165.0,3414400.0
36676,75+ years,62.0,972900.0
36677,15-24 years,134.0,3114000.0
36678,25-34 years,154.0,2486400.0
36679,35-54 years,360.0,4395800.0
36680,5-14 years,6.0,3430300.0
36681,55-74 years,421.0,2818200.0
36682,75+ years,162.0,568800.0
36683,15-24 years,38.0,3075500.0
36684,25-34 years,40.0,2501200.0
36685,35-54 years,130.0,4515400.0
36686,5-14 years,3.0,3183700.0
36687,55-74 years,169.0,3470900.0
36688,75+ years,70.0,1009600.0
36689,15-24 years,159.0,3157500.0
36690,25-34 years,139.0,2532100.0
36691,35-54 years,372.0,4407000.0
36692,5-14 years,17.0,3405700.0
36693,55-74 years,407.0,2875100.0
36694,75+ years,174.0,593300.0
36695,15-24 years,44.0,3105300.0
36696,25-34 years,42.0,2545900.0
36697,35-54 years,136.0,4520900.0
36698,5-14 years,2.0,3160100.0
36699,55-74 years,218.0,3527100.0
36700,75+ years,73.0,1047500.0
36701,15-24 years,140.0,3200600.0
36702,25-34 years,178.0,2578100.0
36703,35-54 years,378.0,4418200.0
36704,5-14 years,12.0,3379900.0
36705,55-74 years,439.0,2932400.0
36706,75+ years,189.0,618800.0
36707,15-24 years,45.0,3153300.0
36708,25-34 years,58.0,2576100.0
36709,35-54 years,143.0,4531700.0
36710,5-14 years,3.0,3172500.0
36711,55-74 years,239.0,3573000.0
36712,75+ years,100.0,1097700.0
36713,15-24 years,174.0,3265000.0
36714,25-34 years,184.0,2610300.0
36715,35-54 years,431.0,4450600.0
36716,5-14 years,12.0,3364200.0
36717,55-74 years,535.0,2993100.0
36718,75+ years,257.0,646500.0
36719,15-24 years,50.0,3178100.0
36720,25-34 years,57.0,2624500.0
36721,35-54 years,165.0,4538800.0
36722,5-14 years,4.0,3143400.0
36723,55-74 years,257.0,3628000.0
36724,75+ years,124.0,1137000.0
36725,15-24 years,196.0,3301900.0
36726,25-34 years,210.0,2659100.0
36727,35-54 years,542.0,4461500.0
36728,5-14 years,14.0,3335700.0
36729,55-74 years,617.0,3054100.0
36730,75+ years,257.0,669700.0
36731,15-24 years,43.0,3195300.0
36732,25-34 years,59.0,2677200.0
36733,35-54 years,174.0,4544800.0
36734,5-14 years,1.0,3104600.0
36735,55-74 years,277.0,3683300.0
36736,75+ years,131.0,1174800.0
36737,15-24 years,176.0,3330600.0
36738,25-34 years,219.0,2712700.0
36739,35-54 years,497.0,4471200.0
36740,5-14 years,8.0,3295100.0
36741,55-74 years,624.0,3115900.0
36742,75+ years,305.0,691500.0
36743,15-24 years,54.0,3207300.0
36744,25-34 years,75.0,2735700.0
36745,35-54 years,157.0,4547100.0
36746,5-14 years,9.0,3049200.0
36747,55-74 years,301.0,3738800.0
36748,75+ years,127.0,1211300.0
36749,15-24 years,227.0,3353400.0
36750,25-34 years,265.0,2772100.0
36751,35-54 years,538.0,4478200.0
36752,5-14 years,20.0,3239500.0
36753,55-74 years,677.0,3178900.0
36754,75+ years,305.0,711500.0
36755,15-24 years,68.0,3213800.0
36756,25-34 years,90.0,2801900.0
36757,35-54 years,180.0,4549700.0
36758,5-14 years,2.0,2977400.0
36759,55-74 years,320.0,3808600.0
36760,75+ years,127.0,1261300.0
36761,15-24 years,216.0,3362100.0
36762,25-34 years,277.0,2833500.0
36763,35-54 years,479.0,4474500.0
36764,5-14 years,17.0,3161900.0
36765,55-74 years,693.0,3244700.0
36766,75+ years,335.0,736300.0
36767,15-24 years,59.0,3215500.0
36768,25-34 years,79.0,2870100.0
36769,35-54 years,191.0,4554500.0
36770,5-14 years,1.0,2894100.0
36771,55-74 years,324.0,3864700.0
36772,75+ years,156.0,1297500.0
36773,15-24 years,284.0,3371400.0
36774,25-34 years,303.0,2906400.0
36775,35-54 years,537.0,4483800.0
36776,5-14 years,21.0,3077100.0
36777,55-74 years,651.0,3307000.0
36778,75+ years,354.0,755200.0
36779,15-24 years,60.0,3213700.0
36780,25-34 years,77.0,2936900.0
36781,35-54 years,154.0,4564900.0
36782,5-14 years,6.0,2800900.0
36783,55-74 years,325.0,3919400.0
36784,75+ years,152.0,1330200.0
36785,15-24 years,284.0,3374700.0
36786,25-34 years,316.0,2980700.0
36787,35-54 years,557.0,4499700.0
36788,5-14 years,18.0,2981100.0
36789,55-74 years,679.0,3366700.0
36790,75+ years,359.0,771500.0
36791,15-24 years,54.0,3206700.0
36792,25-34 years,90.0,3001500.0
36793,35-54 years,171.0,4584100.0
36794,5-14 years,6.0,2702200.0
36795,55-74 years,308.0,3971400.0
36796,75+ years,175.0,1359100.0
36797,15-24 years,240.0,3371500.0
36798,25-34 years,325.0,3053500.0
36799,35-54 years,481.0,4525600.0
36800,5-14 years,19.0,2878900.0
36801,55-74 years,666.0,3421900.0
36802,75+ years,404.0,785000.0
36803,15-24 years,71.0,3196500.0
36804,25-34 years,82.0,3059300.0
36805,35-54 years,148.0,4620300.0
36806,5-14 years,5.0,2598300.0
36807,55-74 years,299.0,4013100.0
36808,75+ years,172.0,1384500.0
36809,15-24 years,238.0,3364700.0
36810,25-34 years,326.0,3119800.0
36811,35-54 years,473.0,4568000.0
36812,5-14 years,20.0,2770700.0
36813,55-74 years,732.0,3467000.0
36814,75+ years,350.0,795900.0
36815,15-24 years,42.0,3175900.0
36816,25-34 years,66.0,3104800.0
36817,35-54 years,157.0,4685500.0
36818,5-14 years,3.0,2488400.0
36819,55-74 years,263.0,4048900.0
36820,75+ years,151.0,1432300.0
36821,15-24 years,225.0,3331200.0
36822,25-34 years,338.0,3155200.0
36823,35-54 years,490.0,4623700.0
36824,5-14 years,6.0,2647400.0
36825,55-74 years,655.0,3495400.0
36826,75+ years,390.0,812200.0
36827,15-24 years,53.0,3210400.0
36828,25-34 years,92.0,3057000.0
36829,35-54 years,168.0,4741500.0
36830,5-14 years,2.0,2428200.0
36831,55-74 years,295.0,4089500.0
36832,75+ years,144.0,1469100.0
36833,15-24 years,246.0,3354900.0
36834,25-34 years,377.0,3122600.0
36835,35-54 years,588.0,4692900.0
36836,5-14 years,16.0,2554000.0
